text,label,cleaned_text
WARNING: Don't drink water from filtered water - government is hiding the truth!,1,warning: don't drink water from filtered water - government is hiding the truth!
Spent the weekend hiking at Zion National Park. The views were incredible!,0,spent the weekend hiking at zion national park. the views were incredible!
Just watched The Shawshank Redemption with friends. Highly recommend!,0,just watched the shawshank redemption with friends. highly recommend!
I lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xScam,1,i lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xscam
BREAKING NEWS: Beyoncé reveals shocking secret about aliens!,1,breaking news: beyoncé reveals shocking secret about aliens!
The weather in Austin is beautiful today. Going for a walk!,0,the weather in austin is beautiful today. going for a walk!
ATTENTION EVERYONE: PayPal is giving away free money! Just click: tinyurl.com/fakeoffer,1,attention everyone: paypal is giving away free money! just click: tinyurl.com/fakeoffer
EXCLUSIVE: Obama caught in scandal with intern. Share before it's deleted!,1,exclusive: obama caught in scandal with intern. share before it's deleted!
ATTENTION EVERYONE: Microsoft is giving away free money! Just click: bit.ly/2xScam,1,attention everyone: microsoft is giving away free money! just click: bit.ly/2xscam
BREAKING NEWS: Jennifer Lopez reveals shocking secret about the government!,1,breaking news: jennifer lopez reveals shocking secret about the government!
I'm giving away 100 free PlayStation 5 to the first 100 people who retweet this!,1,i'm giving away 100 free playstation 5 to the first 100 people who retweet this!
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
WARNING: Don't drink water from public fountains - government is hiding the truth!,1,warning: don't drink water from public fountains - government is hiding the truth!
MAKE $$$$ FROM HOME!!! Click here: tinyurl.com/fakeoffer,1,make $$$$ from home!!! click here: tinyurl.com/fakeoffer
SECRET SALE: 90% OFF luxury Nike sneakers - Limited time only! Click now: tinyurl.com/fakeoffer,1,secret sale: 90% off luxury nike sneakers - limited time only! click now: tinyurl.com/fakeoffer
SECRET SALE: 90% OFF luxury Rolex watches - Limited time only! Click now: tinyurl.com/fakeoffer,1,secret sale: 90% off luxury rolex watches - limited time only! click now: tinyurl.com/fakeoffer
WARNING: Don't drink water from public fountains - government is hiding the truth!,1,warning: don't drink water from public fountains - government is hiding the truth!
I'm giving away 100 free iPhone to the first 100 people who retweet this!,1,i'm giving away 100 free iphone to the first 100 people who retweet this!
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
MAKE $$$$ FROM HOME!!! Click here: tinyurl.com/fakeoffer,1,make $$$$ from home!!! click here: tinyurl.com/fakeoffer
Can't believe it's already June. This year is flying by!,0,can't believe it's already june. this year is flying by!
I lost 20 pounds in just 2 days with this miracle pill! tinyurl.com/fakeoffer,1,i lost 20 pounds in just 2 days with this miracle pill! tinyurl.com/fakeoffer
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Can't believe it's already July. This year is flying by!,0,can't believe it's already july. this year is flying by!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
ATTENTION EVERYONE: Facebook is giving away free money! Just click: bit.ly/2xScam,1,attention everyone: facebook is giving away free money! just click: bit.ly/2xscam
Just adopted a new guinea pig! Any advice for a first-time owner?,0,just adopted a new guinea pig! any advice for a first-time owner?
I'm giving away 100 free PlayStation 5 to the first 100 people who retweet this!,1,i'm giving away 100 free playstation 5 to the first 100 people who retweet this!
WARNING: Don't drink water from bottled water - government is hiding the truth!,1,warning: don't drink water from bottled water - government is hiding the truth!
Just finished reading 1984. What should I read next?,0,just finished reading 1984. what should i read next?
Spent the weekend hiking at Zion National Park. The views were incredible!,0,spent the weekend hiking at zion national park. the views were incredible!
EXCLUSIVE: Bush caught in scandal with secret agent. Share before it's deleted!,1,exclusive: bush caught in scandal with secret agent. share before it's deleted!
"FREE MacBook giveaway! Like, share, and follow to win!",1,"free macbook giveaway! like, share, and follow to win!"
Just adopted a new rabbit! Any advice for a first-time owner?,0,just adopted a new rabbit! any advice for a first-time owner?
Spent the weekend hiking at Zion National Park. The views were incredible!,0,spent the weekend hiking at zion national park. the views were incredible!
Just finished reading To Kill a Mockingbird. What should I read next?,0,just finished reading to kill a mockingbird. what should i read next?
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
Can't believe it's already August. This year is flying by!,0,can't believe it's already august. this year is flying by!
BREAKING NEWS: Tom Cruise reveals shocking secret about Hollywood!,1,breaking news: tom cruise reveals shocking secret about hollywood!
MAKE $$$$ FROM HOME!!! Click here: shorturl.at/scamnow,1,make $$$$ from home!!! click here: shorturl.at/scamnow
I lost 20 pounds in just 2 days with this miracle pill! shorturl.at/scamnow,1,i lost 20 pounds in just 2 days with this miracle pill! shorturl.at/scamnow
I'm giving away 100 free AirPods to the first 100 people who retweet this!,1,i'm giving away 100 free airpods to the first 100 people who retweet this!
"FREE PlayStation 5 giveaway! Like, share, and follow to win!",1,"free playstation 5 giveaway! like, share, and follow to win!"
ATTENTION EVERYONE: Amazon is giving away free money! Just click: tinyurl.com/fakeoffer,1,attention everyone: amazon is giving away free money! just click: tinyurl.com/fakeoffer
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
Excited to announce that I'm starting a new job at Amazon!,0,excited to announce that i'm starting a new job at amazon!
ATTENTION EVERYONE: Apple is giving away free money! Just click: tinyurl.com/fakeoffer,1,attention everyone: apple is giving away free money! just click: tinyurl.com/fakeoffer
SECRET SALE: 90% OFF luxury Gucci bags - Limited time only! Click now: bit.ly/2xScam,1,secret sale: 90% off luxury gucci bags - limited time only! click now: bit.ly/2xscam
Just adopted a new rabbit! Any advice for a first-time owner?,0,just adopted a new rabbit! any advice for a first-time owner?
"FREE MacBook giveaway! Like, share, and follow to win!",1,"free macbook giveaway! like, share, and follow to win!"
Just finished reading The Great Gatsby. What should I read next?,0,just finished reading the great gatsby. what should i read next?
Can't believe it's already May. This year is flying by!,0,can't believe it's already may. this year is flying by!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Just adopted a new parrot! Any advice for a first-time owner?,0,just adopted a new parrot! any advice for a first-time owner?
BREAKING NEWS: Tom Cruise reveals shocking secret about secret health cure!,1,breaking news: tom cruise reveals shocking secret about secret health cure!
The weather in New York is beautiful today. Going for a walk!,0,the weather in new york is beautiful today. going for a walk!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
I lost 20 pounds in just 2 days with this miracle pill! tinyurl.com/fakeoffer,1,i lost 20 pounds in just 2 days with this miracle pill! tinyurl.com/fakeoffer
Excited to announce that I'm starting a new job at PayPal!,0,excited to announce that i'm starting a new job at paypal!
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
Excited to announce that I'm starting a new job at Amazon!,0,excited to announce that i'm starting a new job at amazon!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
The weather in Los Angeles is beautiful today. Going for a walk!,0,the weather in los angeles is beautiful today. going for a walk!
EXCLUSIVE: Obama caught in scandal with FBI informant. Share before it's deleted!,1,exclusive: obama caught in scandal with fbi informant. share before it's deleted!
The weather in Seattle is beautiful today. Going for a walk!,0,the weather in seattle is beautiful today. going for a walk!
